llm_text,item_idx
"Movie 'Low Down Dirty Shame, A (1994)', release date: 01-Jan-1994. Genres: Action, Comedy.",1180
"Movie 'Cops and Robbersons (1994)', release date: 01-Jan-1994. Genres: Comedy.",1181
"Movie 'Cowboy Way, The (1994)', release date: 01-Jan-1994. Genres: Action, Comedy.",1182
"Movie 'Endless Summer 2, The (1994)', release date: 01-Jan-1994. Genres: Documentary.",1183
"Movie 'In the Army Now (1994)', release date: 01-Jan-1994. Genres: Comedy, War.",1184
"Movie 'Inkwell, The (1994)', release date: 01-Jan-1994. Genres: Comedy, Drama.",1185
"Movie 'Switchblade Sisters (1975)', release date: 17-May-1975. Genres: Crime.",1186
"Movie 'Young Guns II (1990)', release date: 01-Jan-1990. Genres: Action, Comedy, Western.",1187
"Movie 'Prefontaine (1997)', release date: 24-Jan-1997. Genres: Drama.",1188
"Movie 'That Old Feeling (1997)', release date: 04-Apr-1997. Genres: Comedy, Romance.",1189
"Movie 'Letter From Death Row, A (1998)', release date: 01-Feb-1998. Genres: Crime, Drama.",1190
"Movie 'Boys of St. Vincent, The (1993)', release date: 01-Jan-1993. Genres: Drama.",1191
"Movie 'Before the Rain (Pred dozhdot) (1994)', release date: 01-Jan-1994. Genres: Drama.",1192
"Movie 'Once Were Warriors (1994)', release date: 01-Jan-1994. Genres: Crime, Drama.",1193
"Movie 'Strawberry and Chocolate (Fresa y chocolate) (1993)', release date: 01-Jan-1993. Genres: Drama.",1194
"Movie 'Savage Nights (Nuits fauves, Les) (1992)', release date: 01-Jan-1992. Genres: Drama.",1195
"Movie 'Family Thing, A (1996)', release date: 23-Mar-1996. Genres: Comedy, Drama.",1196
"Movie 'Purple Noon (1960)', release date: 28-Jun-1960. Genres: Crime, Thriller.",1197
"Movie 'Cemetery Man (Dellamorte Dellamore) (1994)', release date: 12-Apr-1996. Genres: Comedy, Horror.",1198
"Movie 'Kim (1950)', release date: 01-Jan-1950. Genres: Children's, Drama.",1199
"Movie 'Marlene Dietrich: Shadow and Light (1996) ', release date: 02-Apr-1996. Genres: Documentary.",1200
"Movie 'Maybe, Maybe Not (Bewegte Mann, Der) (1994)', release date: 19-Jul-1996. Genres: Comedy.",1201
"Movie 'Top Hat (1935)', release date: 01-Jan-1935. Genres: Comedy, Musical, Romance.",1202
"Movie 'To Be or Not to Be (1942)', release date: 01-Jan-1942. Genres: Comedy, Drama, War.",1203
"Movie 'Secret Agent, The (1996)', release date: 08-Nov-1996. Genres: Drama.",1204
"Movie 'Amos & Andrew (1993)', release date: 01-Jan-1993. Genres: Comedy.",1205
"Movie 'Jade (1995)', release date: 01-Jan-1995. Genres: Thriller.",1206
"Movie 'Kiss of Death (1995)', release date: 01-Jan-1995. Genres: Crime, Drama, Thriller.",1207
"Movie 'Mixed Nuts (1994)', release date: 01-Jan-1994. Genres: Comedy.",1208
"Movie 'Virtuosity (1995)', release date: 01-Jan-1995. Genres: Sci-Fi, Thriller.",1209
"Movie 'Blue Sky (1994)', release date: 01-Jan-1994. Genres: Drama, Romance.",1210
"Movie 'Flesh and Bone (1993)', release date: 01-Jan-1993. Genres: Drama, Mystery, Romance.",1211
"Movie 'Guilty as Sin (1993)', release date: 01-Jan-1993. Genres: Crime, Drama, Thriller.",1212
"Movie 'In the Realm of the Senses (Ai no corrida) (1976)', release date: 08-Mar-1976. Genres: Drama.",1213
"Movie 'Barb Wire (1996)', release date: 03-May-1996. Genres: Action, Sci-Fi.",1214
"Movie 'Kissed (1996)', release date: 18-Apr-1997. Genres: Romance.",1215
"Movie 'Assassins (1995)', release date: 01-Jan-1995. Genres: Thriller.",1216
"Movie 'Friday (1995)', release date: 01-Jan-1995. Genres: Comedy.",1217
"Movie 'Goofy Movie, A (1995)', release date: 01-Jan-1995. Genres: Animation, Children's, Comedy, Romance.",1218
"Movie 'Higher Learning (1995)', release date: 01-Jan-1995. Genres: Drama.",1219
"Movie 'When a Man Loves a Woman (1994)', release date: 01-Jan-1994. Genres: Drama.",1220
"Movie 'Judgment Night (1993)', release date: 01-Jan-1993. Genres: Action.",1221
"Movie 'King of the Hill (1993)', release date: 01-Jan-1993. Genres: Drama.",1222
"Movie 'Scout, The (1994)', release date: 01-Jan-1994. Genres: Drama.",1223
"Movie 'Angus (1995)', release date: 01-Jan-1995. Genres: Comedy.",1224
"Movie 'Night Falls on Manhattan (1997)', release date: 16-May-1997. Genres: Crime, Drama.",1225
"Movie 'Awfully Big Adventure, An (1995)', release date: 01-Jan-1995. Genres: Drama.",1226
"Movie 'Under Siege 2: Dark Territory (1995)', release date: 01-Jan-1995. Genres: Action.",1227
"Movie 'Poison Ivy II (1995)', release date: 01-Jan-1995. Genres: Drama, Thriller.",1228
"Movie 'Ready to Wear (Pret-A-Porter) (1994)', release date: 01-Jan-1994. Genres: Comedy.",1229
"Movie 'Marked for Death (1990)', release date: 01-Jan-1990. Genres: Action, Drama.",1230
"Movie 'Madonna: Truth or Dare (1991)', release date: 01-Jan-1991. Genres: Documentary.",1231
"Movie 'Nénette et Boni (1996)', release date: 01-Jan-1996. Genres: Drama.",1232
"Movie 'Chairman of the Board (1998)', release date: 01-Jan-1998. Genres: Comedy.",1233
"Movie 'Big Bang Theory, The (1994)', release date: 01-Jan-1994. Genres: Crime.",1234
"Movie 'Other Voices, Other Rooms (1997)', release date: 01-Jan-1997. Genres: Drama.",1235
"Movie 'Twisted (1996)', release date: 01-Jan-1996. Genres: Comedy, Drama.",1236
"Movie 'Full Speed (1996)', release date: 01-Jan-1996. Genres: Drama.",1237
"Movie 'Cutthroat Island (1995)', release date: 01-Jan-1995. Genres: Action, Adventure, Romance.",1238
"Movie 'Ghost in the Shell (Kokaku kidotai) (1995)', release date: 12-Apr-1996. Genres: Animation, Sci-Fi.",1239
"Movie 'Van, The (1996)', release date: 27-Jun-1997. Genres: Comedy, Drama.",1240
"Movie 'Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)', release date: 01-Jan-1991. Genres: Comedy.",1241
"Movie 'Night Flier (1997)', release date: 06-Feb-1998. Genres: Horror.",1242
"Movie 'Metro (1997)', release date: 17-Jan-1997. Genres: Action.",1243
"Movie 'Gridlock'd (1997)', release date: 29-Jan-1997. Genres: Crime.",1244
"Movie 'Bushwhacked (1995)', release date: 01-Jan-1995. Genres: Comedy.",1245
"Movie 'Bad Girls (1994)', release date: 01-Jan-1994. Genres: Western.",1246
"Movie 'Blink (1994)', release date: 01-Jan-1994. Genres: Thriller.",1247
"Movie 'For Love or Money (1993)', release date: 01-Jan-1993. Genres: Comedy.",1248
"Movie 'Best of the Best 3: No Turning Back (1995)', release date: 01-Jan-1995. Genres: Action.",1249
"Movie 'A Chef in Love (1996)', release date: 25-Apr-1997. Genres: Comedy.",1250
"Movie 'Contempt (Mépris, Le) (1963)', release date: 27-Jun-1997. Genres: Drama.",1251
"Movie 'Tie That Binds, The (1995)', release date: 01-Jan-1995. Genres: Thriller.",1252
"Movie 'Gone Fishin' (1997)', release date: 30-May-1997. Genres: Comedy.",1253
"Movie 'Broken English (1996)', release date: 02-May-1997. Genres: Drama.",1254
"Movie 'Designated Mourner, The (1997)', release date: 23-May-1997. Genres: Drama.",1255
"Movie 'Designated Mourner, The (1997)', release date: 23-May-1997. Genres: Drama.",1256
"Movie 'Trial and Error (1997)', release date: 30-May-1997. Genres: Comedy, Romance.",1257
"Movie 'Pie in the Sky (1995)', release date: 09-Feb-1996. Genres: Comedy, Romance.",1258
"Movie 'Total Eclipse (1995)', release date: 01-Jan-1995. Genres: Drama.",1259
"Movie 'Run of the Country, The (1995)', release date: 01-Jan-1995. Genres: Drama.",1260
"Movie 'Walking and Talking (1996)', release date: 12-Jul-1996. Genres: Romance.",1261
"Movie 'Foxfire (1996)', release date: 23-Aug-1996. Genres: Drama.",1262
"Movie 'Nothing to Lose (1994)', release date: 16-Aug-1996. Genres: Drama.",1263
"Movie 'Star Maps (1997)', release date: 01-Jan-1997. Genres: Drama.",1264
"Movie 'Bread and Chocolate (Pane e cioccolata) (1973)', release date: 01-Jan-1973. Genres: Drama.",1265
"Movie 'Clockers (1995)', release date: 01-Jan-1995. Genres: Drama.",1266
"Movie 'Bitter Moon (1992)', release date: 01-Jan-1992. Genres: Drama.",1267
"Movie 'Love in the Afternoon (1957)', release date: 01-Jan-1957. Genres: Comedy, Romance.",1268
"Movie 'Life with Mikey (1993)', release date: 01-Jan-1993. Genres: Comedy.",1269
"Movie 'North (1994)', release date: 01-Jan-1994. Genres: Comedy.",1270
"Movie 'Talking About Sex (1994)', release date: 01-Jan-1994. Genres: Comedy, Drama.",1271
"Movie 'Color of Night (1994)', release date: 01-Jan-1994. Genres: Drama, Thriller.",1272
"Movie 'Robocop 3 (1993)', release date: 01-Jan-1993. Genres: Sci-Fi, Thriller.",1273
"Movie 'Killer (Bulletproof Heart) (1994)', release date: 01-Jan-1994. Genres: Thriller.",1274
"Movie 'Sunset Park (1996)', release date: 26-Apr-1996. Genres: Drama.",1275
"Movie 'Set It Off (1996)', release date: 25-Sep-1996. Genres: Action, Crime.",1276
"Movie 'Selena (1997)', release date: 21-Mar-1997. Genres: Drama, Musical.",1277
"Movie 'Wild America (1997)', release date: 04-Jul-1997. Genres: Adventure, Children's.",1278
"Movie 'Gang Related (1997)', release date: 01-Jan-1997. Genres: Crime.",1279
"Movie 'Manny & Lo (1996)', release date: 26-Jul-1996. Genres: Drama.",1280
"Movie 'Grass Harp, The (1995)', release date: 11-Oct-1996. Genres: Drama.",1281
"Movie 'Out to Sea (1997)', release date: 04-Jul-1997. Genres: Comedy.",1282
"Movie 'Before and After (1996)', release date: 23-Feb-1996. Genres: Drama, Mystery.",1283
"Movie 'Princess Caraboo (1994)', release date: 01-Jan-1994. Genres: Drama.",1284
"Movie 'Shall We Dance? (1937)', release date: 01-Jan-1937. Genres: Comedy, Musical, Romance.",1285
"Movie 'Ed (1996)', release date: 08-Mar-1996. Genres: Comedy.",1286
"Movie 'Denise Calls Up (1995)', release date: 29-Mar-1996. Genres: Comedy.",1287
"Movie 'Jack and Sarah (1995)', release date: 22-Mar-1996. Genres: Romance.",1288
"Movie 'Country Life (1994)', release date: 01-Jan-1994. Genres: Drama, Romance.",1289
"Movie 'Celtic Pride (1996)', release date: 19-Apr-1996. Genres: Comedy.",1290
"Movie 'Simple Wish, A (1997)', release date: 11-Jul-1997. Genres: Children's, Fantasy.",1291
"Movie 'Star Kid (1997)', release date: 16-Jan-1998. Genres: Adventure, Children's, Fantasy, Sci-Fi.",1292
"Movie 'Ayn Rand: A Sense of Life (1997)', release date: 13-Feb-1998. Genres: Documentary.",1293
"Movie 'Kicked in the Head (1997)', release date: 01-Jan-1997. Genres: Comedy, Drama.",1294
"Movie 'Indian Summer (1996)', release date: 01-Jan-1996. Genres: Comedy, Drama.",1295
"Movie 'Love Affair (1994)', release date: 01-Jan-1994. Genres: Drama, Romance.",1296
"Movie 'Band Wagon, The (1953)', release date: 01-Jan-1953. Genres: Comedy, Musical.",1297
"Movie 'Penny Serenade (1941)', release date: 01-Jan-1941. Genres: Drama, Romance.",1298
"Movie ''Til There Was You (1997)', release date: 30-May-1997. Genres: Drama, Romance.",1299
"Movie 'Stripes (1981)', release date: 01-Jan-1981. Genres: Comedy.",1300
"Movie 'Late Bloomers (1996)', release date: 06-Jun-1997. Genres: Comedy.",1301
"Movie 'Getaway, The (1994)', release date: 01-Jan-1994. Genres: Action.",1302
"Movie 'New York Cop (1996)', release date: 01-Jan-1996. Genres: Action, Crime.",1303
"Movie 'National Lampoon's Senior Trip (1995)', release date: 01-Jan-1995. Genres: Comedy.",1304
"Movie 'Delta of Venus (1994)', release date: 01-Jan-1994. Genres: Drama.",1305
"Movie 'Carmen Miranda: Bananas Is My Business (1994)', release date: 01-Jan-1994. Genres: Documentary.",1306
"Movie 'Babyfever (1994)', release date: 01-Jan-1994. Genres: Comedy, Drama.",1307
"Movie 'Very Natural Thing, A (1974)', release date: 01-Jan-1974. Genres: Drama.",1308
"Movie 'Walk in the Sun, A (1945)', release date: 01-Jan-1945. Genres: Drama.",1309
"Movie 'Waiting to Exhale (1995)', release date: 15-Jan-1996. Genres: Comedy, Drama.",1310
"Movie 'Pompatus of Love, The (1996)', release date: 26-Jul-1996. Genres: Comedy, Drama.",1311
"Movie 'Palmetto (1998)', release date: 20-Feb-1998. Genres: Film-Noir, Mystery, Thriller.",1312
"Movie 'Surviving the Game (1994)', release date: 01-Jan-1994. Genres: Action, Adventure, Thriller.",1313
"Movie 'Inventing the Abbotts (1997)', release date: 04-Apr-1997. Genres: Drama, Romance.",1314
"Movie 'Horse Whisperer, The (1998)', release date: 25-Dec-1997. Genres: Drama.",1315
"Movie 'Journey of August King, The (1995)', release date: 22-Mar-1996. Genres: Drama.",1316
"Movie 'Catwalk (1995)', release date: 07-Jun-1996. Genres: Documentary.",1317
"Movie 'Neon Bible, The (1995)', release date: 01-Mar-1996. Genres: Drama.",1318
"Movie 'Homage (1995)', release date: 03-May-1996. Genres: Drama.",1319
"Movie 'Open Season (1996)', release date: 10-May-1996. Genres: Comedy.",1320
"Movie 'Metisse (Café au Lait) (1993)', release date: 01-Jan-1993. Genres: Comedy.",1321
"Movie 'Wooden Man's Bride, The (Wu Kui) (1994)', release date: 01-Jan-1994. Genres: Drama.",1322
"Movie 'Loaded (1994)', release date: 12-Apr-1996. Genres: Drama, Thriller.",1323
"Movie 'August (1996)', release date: 12-Apr-1996. Genres: Drama.",1324
"Movie 'Boys (1996)', release date: 10-May-1996. Genres: Drama.",1325
"Movie 'Captives (1994)', release date: 16-Sep-1994. Genres: Drama.",1326
"Movie 'Of Love and Shadows (1994)', release date: 10-May-1996. Genres: Drama.",1327
"Movie 'Low Life, The (1994)', release date: 10-May-1996. Genres: Drama.",1328
"Movie 'An Unforgettable Summer (1994)', release date: 01-Jan-1994. Genres: Drama.",1329
"Movie 'Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)', release date: 01-Jan-1995. Genres: Documentary.",1330
"Movie 'My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)', release date: 01-Jan-1993. Genres: Drama.",1331
"Movie 'Midnight Dancers (Sibak) (1994)', release date: 01-Jan-1994. Genres: Comedy, Drama.",1332
"Movie 'Somebody to Love (1994)', release date: 14-Jun-1996. Genres: Drama.",1333
"Movie 'American Buffalo (1996)', release date: 13-Sep-1996. Genres: Drama.",1334
"Movie 'Kazaam (1996)', release date: 17-Jul-1996. Genres: Children's, Comedy, Fantasy.",1335
"Movie 'Larger Than Life (1996)', release date: 01-Nov-1996. Genres: Comedy.",1336
"Movie 'Two Deaths (1995)', release date: 09-Aug-1996. Genres: Drama.",1337
"Movie 'Stefano Quantestorie (1993)', release date: 01-Jan-1993. Genres: Comedy, Drama.",1338
"Movie 'Crude Oasis, The (1995)', release date: 01-Jan-1995. Genres: Romance.",1339
"Movie 'Hedd Wyn (1992)', release date: 01-Jan-1992. Genres: Drama.",1340
"Movie 'Convent, The (Convento, O) (1995)', release date: 14-Jun-1996. Genres: Drama.",1341
"Movie 'Lotto Land (1995)', release date: 01-Jan-1995. Genres: Drama.",1342
"Movie 'Story of Xinghua, The (1993)', release date: 01-Jan-1993. Genres: Drama.",1343
"Movie 'Day the Sun Turned Cold, The (Tianguo niezi) (1994)', release date: 01-Jan-1994. Genres: Drama.",1344
"Movie 'Dingo (1992)', release date: 01-Jan-1992. Genres: Drama.",1345
"Movie 'Ballad of Narayama, The (Narayama Bushiko) (1958)', release date: 01-Jan-1958. Genres: Drama.",1346
"Movie 'Every Other Weekend (1990)', release date: 01-Jan-1990. Genres: Drama.",1347
"Movie 'Mille bolle blu (1993)', release date: 01-Jan-1993. Genres: Comedy.",1348
"Movie 'Crows and Sparrows (1949)', release date: 01-Jan-1949. Genres: Drama.",1349
"Movie 'Lover's Knot (1996)', release date: 12-Jul-1996. Genres: Comedy.",1350
"Movie 'Shadow of Angels (Schatten der Engel) (1976)', release date: 01-Jan-1976. Genres: Drama.",1351
"Movie '1-900 (1994)', release date: 01-Jan-1994. Genres: Romance.",1352
"Movie 'Venice/Venice (1992)', release date: 01-Jan-1992. Genres: Drama.",1353
"Movie 'Infinity (1996)', release date: 04-Oct-1996. Genres: Drama.",1354
"Movie 'Ed's Next Move (1996)', release date: 04-Oct-1996. Genres: Comedy.",1355
"Movie 'For the Moment (1994)', release date: 01-Jan-1994. Genres: Romance, War.",1356
"Movie 'The Deadly Cure (1996)', release date: 16-Sep-1996. Genres: Action.",1357
"Movie 'Boys in Venice (1996)', release date: 24-Sep-1996. Genres: Drama.",1358
"Movie 'Sexual Life of the Belgians, The (1994)', release date: 01-Jan-1994. Genres: Comedy.",1359
"Movie 'Search for One-eye Jimmy, The (1996)', release date: 01-Jan-1996. Genres: Comedy.",1360
"Movie 'American Strays (1996)', release date: 13-Sep-1996. Genres: Action.",1361
"Movie 'Leopard Son, The (1996)', release date: 27-Sep-1996. Genres: Documentary.",1362
"Movie 'Bird of Prey (1996)', release date: 04-Oct-1996. Genres: Action.",1363
"Movie 'Johnny 100 Pesos (1993)', release date: 01-Jan-1993. Genres: Action, Drama.",1364
"Movie 'JLG/JLG - autoportrait de décembre (1994)', release date: 01-Jan-1994. Genres: Documentary, Drama.",1365
"Movie 'Faust (1994)', release date: 01-Jan-1994. Genres: Animation.",1366
"Movie 'Mina Tannenbaum (1994)', release date: 01-Jan-1994. Genres: Drama.",1367
"Movie 'Forbidden Christ, The (Cristo proibito, Il) (1950)', release date: 01-Jan-1950. Genres: Drama.",1368
"Movie 'I Can't Sleep (J'ai pas sommeil) (1994)', release date: 01-Jan-1994. Genres: Drama, Thriller.",1369
"Movie 'Machine, The (1994)', release date: 01-Jan-1994. Genres: Comedy, Horror.",1370
"Movie 'Stranger, The (1994)', release date: 01-Jan-1994. Genres: Action.",1371
"Movie 'Good Morning (1971)', release date: 4-Feb-1971. Genres: unknown.",1372
"Movie 'Falling in Love Again (1980)', release date: 01-Jan-1980. Genres: Comedy.",1373
"Movie 'Cement Garden, The (1993)', release date: 01-Jan-1993. Genres: Drama.",1374
"Movie 'Meet Wally Sparks (1997)', release date: 31-Jan-1997. Genres: Comedy.",1375
"Movie 'Hotel de Love (1996)', release date: 07-Feb-1997. Genres: Comedy, Romance.",1376
"Movie 'Rhyme & Reason (1997)', release date: 05-Mar-1997. Genres: Documentary.",1377
"Movie 'Love and Other Catastrophes (1996)', release date: 28-Mar-1997. Genres: Romance.",1378
"Movie 'Hollow Reed (1996)', release date: 02-May-1997. Genres: Drama.",1379
"Movie 'Losing Chase (1996)', release date: 01-Jan-1996. Genres: Drama.",1380
"Movie 'Bonheur, Le (1965)', release date: 16-May-1997. Genres: Drama.",1381
"Movie 'Second Jungle Book: Mowgli & Baloo, The (1997)', release date: 16-May-1997. Genres: Adventure, Children's.",1382
"Movie 'Squeeze (1996)', release date: 13-Jun-1997. Genres: Drama.",1383
"Movie 'Roseanna's Grave (For Roseanna) (1997)', release date: 20-Jun-1997. Genres: Comedy, Romance.",1384
"Movie 'Tetsuo II: Body Hammer (1992)', release date: 20-Jun-1997. Genres: Sci-Fi.",1385
"Movie 'Fall (1997)', release date: 27-Jun-1997. Genres: Romance.",1386
"Movie 'Gabbeh (1996)', release date: 27-Jun-1997. Genres: Drama.",1387
"Movie 'Mondo (1996)', release date: 27-Jun-1997. Genres: Drama.",1388
"Movie 'Innocent Sleep, The (1995)', release date: 27-Jun-1997. Genres: Crime.",1389
"Movie 'For Ever Mozart (1996)', release date: 04-Jul-1997. Genres: Drama.",1390
"Movie 'Locusts, The (1997)', release date: 01-Jan-1997. Genres: Drama.",1391
"Movie 'Stag (1997)', release date: 01-Jan-1997. Genres: Action, Thriller.",1392
"Movie 'Swept from the Sea (1997)', release date: 01-Jan-1997. Genres: Romance.",1393
"Movie 'Hurricane Streets (1998)', release date: 01-Jan-1998. Genres: Drama.",1394
"Movie 'Stonewall (1995)', release date: 26-Jul-1996. Genres: Drama.",1395
"Movie 'Of Human Bondage (1934)', release date: 01-Jan-1934. Genres: Drama.",1396
"Movie 'Anna (1996)', release date: 13-Nov-1996. Genres: Drama.",1397
"Movie 'Stranger in the House (1997)', release date: 01-Jan-1997. Genres: Thriller.",1398
"Movie 'Picture Bride (1995)', release date: 01-Jan-1995. Genres: Drama, Romance.",1399
"Movie 'M. Butterfly (1993)', release date: 01-Jan-1993. Genres: Drama.",1400
"Movie 'Ciao, Professore! (1993)', release date: 01-Jan-1993. Genres: Drama.",1401
"Movie 'Caro Diario (Dear Diary) (1994)', release date: 01-Jan-1994. Genres: Comedy, Drama.",1402
"Movie 'Withnail and I (1987)', release date: 01-Jan-1987. Genres: Comedy.",1403
"Movie 'Boy's Life 2 (1997)', release date: 07-Mar-1997. Genres: Drama.",1404
"Movie 'When Night Is Falling (1995)', release date: 01-Jan-1995. Genres: Drama, Romance.",1405
"Movie 'Specialist, The (1994)', release date: 01-Jan-1994. Genres: Action.",1406
"Movie 'Gordy (1995)', release date: 01-Jan-1995. Genres: Comedy.",1407
"Movie 'Swan Princess, The (1994)', release date: 01-Jan-1994. Genres: Animation, Children's.",1408
"Movie 'Harlem (1993)', release date: 01-Jan-1993. Genres: Drama.",1409
"Movie 'Barbarella (1968)', release date: 01-Jan-1968. Genres: Adventure, Sci-Fi.",1410
"Movie 'Land Before Time III: The Time of the Great Giving (1995) (V)', release date: 01-Jan-1995. Genres: Animation, Children's.",1411
"Movie 'Street Fighter (1994)', release date: 01-Jan-1994. Genres: Action.",1412
"Movie 'Coldblooded (1995)', release date: 01-Jan-1995. Genres: Action.",1413
"Movie 'Next Karate Kid, The (1994)', release date: 01-Jan-1994. Genres: Action, Children's.",1414
"Movie 'No Escape (1994)', release date: 01-Jan-1994. Genres: Action, Sci-Fi.",1415
"Movie 'Turning, The (1992)', release date: 02-May-1997. Genres: Drama.",1416
"Movie 'Joy Luck Club, The (1993)', release date: 01-Jan-1993. Genres: Drama.",1417
"Movie 'Highlander III: The Sorcerer (1994)', release date: 01-Jan-1994. Genres: Action, Sci-Fi.",1418
"Movie 'Gilligan's Island: The Movie (1998)', release date: 01-Jan-1997. Genres: Comedy.",1419
"Movie 'My Crazy Life (Mi vida loca) (1993)', release date: 01-Jan-1993. Genres: Drama.",1420
"Movie 'Suture (1993)', release date: 01-Jan-1993. Genres: Film-Noir, Thriller.",1421
"Movie 'Walking Dead, The (1995)', release date: 01-Jan-1995. Genres: Drama, War.",1422
"Movie 'I Like It Like That (1994)', release date: 01-Jan-1994. Genres: Comedy, Drama, Romance.",1423
"Movie 'I'll Do Anything (1994)', release date: 01-Jan-1994. Genres: Comedy, Drama.",1424
"Movie 'Grace of My Heart (1996)', release date: 13-Sep-1996. Genres: Comedy, Drama.",1425
"Movie 'Drunks (1995)', release date: 01-Nov-1996. Genres: Drama.",1426
"Movie 'SubUrbia (1997)', release date: 07-Feb-1997. Genres: Comedy.",1427
"Movie 'Sliding Doors (1998)', release date: 01-Jan-1998. Genres: Drama, Romance.",1428
"Movie 'Ill Gotten Gains (1997)', release date: 01-Jan-1997. Genres: Drama.",1429
"Movie 'Legal Deceit (1997)', release date: 01-Jan-1997. Genres: Thriller.",1430
"Movie 'Mighty, The (1998)', release date: 09-Oct-1998. Genres: Drama.",1431
"Movie 'Men of Means (1998)', release date: 01-Jan-1997. Genres: Action, Drama.",1432
"Movie 'Shooting Fish (1997)', release date: 16-Jan-1998. Genres: Romance.",1433
"Movie 'Steal Big, Steal Little (1995)', release date: 01-Jan-1995. Genres: Comedy.",1434
"Movie 'Mr. Jones (1993)', release date: 01-Jan-1993. Genres: Drama, Romance.",1435
"Movie 'House Party 3 (1994)', release date: 01-Jan-1994. Genres: Comedy.",1436
"Movie 'Panther (1995)', release date: 01-Jan-1995. Genres: Drama.",1437
"Movie 'Jason's Lyric (1994)', release date: 01-Jan-1994. Genres: Crime, Drama.",1438
"Movie 'Above the Rim (1994)', release date: 01-Jan-1994. Genres: Drama.",1439
"Movie 'Moonlight and Valentino (1995)', release date: 01-Jan-1995. Genres: Drama, Romance.",1440
"Movie 'Scarlet Letter, The (1995)', release date: 01-Jan-1995. Genres: Drama.",1441
"Movie '8 Seconds (1994)', release date: 01-Jan-1994. Genres: Drama.",1442
"Movie 'That Darn Cat! (1965)', release date: 01-Jan-1965. Genres: Children's, Comedy, Mystery.",1443
"Movie 'Ladybird Ladybird (1994)', release date: 01-Jan-1994. Genres: Drama.",1444
"Movie 'Bye Bye, Love (1995)', release date: 01-Jan-1995. Genres: Comedy.",1445
"Movie 'Century (1993)', release date: 01-Jan-1993. Genres: Drama.",1446
"Movie 'My Favorite Season (1993)', release date: 19-Apr-1996. Genres: Drama.",1447
"Movie 'Pather Panchali (1955)', release date: 22-Mar-1996. Genres: Drama.",1448
"Movie 'Golden Earrings (1947)', release date: 01-Jan-1947. Genres: Adventure, Romance.",1449
"Movie 'Foreign Correspondent (1940)', release date: 01-Jan-1940. Genres: Thriller.",1450
"Movie 'Lady of Burlesque (1943)', release date: 01-Jan-1943. Genres: Comedy, Mystery.",1451
"Movie 'Angel on My Shoulder (1946)', release date: 01-Jan-1946. Genres: Crime, Drama.",1452
"Movie 'Angel and the Badman (1947)', release date: 01-Jan-1947. Genres: Western.",1453
"Movie 'Outlaw, The (1943)', release date: 01-Jan-1943. Genres: Western.",1454
"Movie 'Beat the Devil (1954)', release date: 01-Jan-1954. Genres: Comedy, Drama.",1455
"Movie 'Love Is All There Is (1996)', release date: 11-Oct-1996. Genres: Comedy, Drama.",1456
"Movie 'Damsel in Distress, A (1937)', release date: 01-Jan-1937. Genres: Comedy, Musical, Romance.",1457
"Movie 'Madame Butterfly (1995)', release date: 20-Sep-1996. Genres: Musical.",1458
"Movie 'Sleepover (1995)', release date: 25-Oct-1996. Genres: Comedy, Drama.",1459
"Movie 'Here Comes Cookie (1935)', release date: 01-Jan-1935. Genres: Comedy.",1460
"Movie 'Thieves (Voleurs, Les) (1996)', release date: 25-Dec-1996. Genres: Crime, Drama, Romance.",1461
"Movie 'Boys, Les (1997)', release date: 01-Jan-1997. Genres: Comedy.",1462
"Movie 'Stars Fell on Henrietta, The (1995)', release date: 01-Jan-1995. Genres: Drama.",1463
"Movie 'Last Summer in the Hamptons (1995)', release date: 01-Jan-1995. Genres: Comedy, Drama.",1464
"Movie 'Margaret's Museum (1995)', release date: 01-Jan-1995. Genres: Drama.",1465
"Movie 'Saint of Fort Washington, The (1993)', release date: 01-Jan-1993. Genres: Drama.",1466
"Movie 'Cure, The (1995)', release date: 01-Jan-1995. Genres: Drama.",1467
"Movie 'Tom and Huck (1995)', release date: 01-Jan-1995. Genres: Adventure, Children's.",1468
"Movie 'Gumby: The Movie (1995)', release date: 01-Jan-1995. Genres: Animation, Children's.",1469
"Movie 'Hideaway (1995)', release date: 01-Jan-1995. Genres: Thriller.",1470
"Movie 'Visitors, The (Visiteurs, Les) (1993)', release date: 19-Jul-1996. Genres: Comedy, Sci-Fi.",1471
"Movie 'Little Princess, The (1939)', release date: 01-Jan-1939. Genres: Children's, Drama.",1472
"Movie 'Nina Takes a Lover (1994)', release date: 01-Jan-1994. Genres: Comedy, Romance.",1473
"Movie 'Bhaji on the Beach (1993)', release date: 01-Jan-1993. Genres: Comedy, Drama.",1474
"Movie 'Raw Deal (1948)', release date: 01-Jan-1948. Genres: Film-Noir.",1475
"Movie 'Nightwatch (1997)', release date: 22-Apr-1997. Genres: Horror, Thriller.",1476
"Movie 'Dead Presidents (1995)', release date: 01-Jan-1995. Genres: Action, Crime, Drama.",1477
"Movie 'Reckless (1995)', release date: 01-Jan-1995. Genres: Comedy.",1478
"Movie 'Herbie Rides Again (1974)', release date: 01-Jan-1974. Genres: Adventure, Children's, Comedy.",1479
